event_date,climate_gwl,climate_rainfall,climate_river_level,outage_events,hospital_events,school_events,target_outage_next_24h,dow,month,outage_events_lag1,outage_events_roll3
2022-07-24,0.0,2.98,0.0,0.0,0.0,0.0,0,6,7,0.0,0.0
2022-07-25,0.0,2.823529411764706,0.0,0.0,0.0,0.0,0,0,7,0.0,0.0
2022-07-26,0.0,2.25,0.0,0.0,0.0,0.0,0,1,7,0.0,0.0
2022-07-27,0.0,11.0,0.0,0.0,0.0,0.0,0,2,7,0.0,0.0
2022-07-28,0.0,3.888888888888889,0.0,0.0,0.0,0.0,0,3,7,0.0,0.0
2022-07-29,0.0,3.0,0.0,0.0,0.0,0.0,0,4,7,0.0,0.0
2022-07-31,0.0,2.0,0.0,0.0,0.0,0.0,0,6,7,0.0,0.0
2022-08-01,0.0,9.75,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0
2022-08-02,0.0,6.333333333333333,0.0,0.0,0.0,0.0,0,1,8,0.0,0.0
2022-08-03,0.0,0.625,0.0,0.0,0.0,0.0,0,2,8,0.0,0.0
2022-08-05,0.0,2.2,0.0,0.0,0.0,0.0,0,4,8,0.0,0.0
2022-08-06,0.0,4.3125,0.0,0.0,0.0,0.0,0,5,8,0.0,0.0
2022-08-07,0.0,4.222222222222222,0.0,0.0,0.0,0.0,0,6,8,0.0,0.0
2022-08-08,0.0,3.282051282051282,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0
2022-08-09,0.0,5.229591836734694,0.0,0.0,0.0,0.0,0,1,8,0.0,0.0
2022-08-10,0.0,3.6354166666666665,0.0,0.0,0.0,0.0,0,2,8,0.0,0.0
2022-08-11,0.0,1.362068965517241,0.0,0.0,0.0,0.0,0,3,8,0.0,0.0
2022-08-12,0.0,6.617647058823529,0.0,0.0,0.0,0.0,0,4,8,0.0,0.0
2022-08-13,0.0,4.548780487804878,0.0,0.0,0.0,0.0,0,5,8,0.0,0.0
2022-08-14,0.0,2.652631578947368,0.0,0.0,0.0,0.0,0,6,8,0.0,0.0
2022-08-15,0.0,3.194915254237288,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0
2022-08-16,0.0,2.125,0.0,0.0,0.0,0.0,0,1,8,0.0,0.0
2022-08-18,0.0,8.714285714285714,0.0,0.0,0.0,0.0,0,3,8,0.0,0.0
2022-08-19,0.0,3.9,0.0,0.0,0.0,0.0,0,4,8,0.0,0.0
2022-08-20,0.0,1.6724137931034482,0.0,0.0,0.0,0.0,0,5,8,0.0,0.0
2022-08-21,0.0,1.375,0.0,0.0,0.0,0.0,0,6,8,0.0,0.0
2022-08-22,0.0,2.3,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0
2022-08-23,0.0,0.75,0.0,0.0,0.0,0.0,0,1,8,0.0,0.0
2022-08-24,0.0,5.233333333333333,0.0,0.0,0.0,0.0,0,2,8,0.0,0.0
2022-08-25,0.0,3.9,0.0,0.0,0.0,0.0,0,3,8,0.0,0.0
2022-08-26,0.0,3.0,0.0,0.0,0.0,0.0,0,4,8,0.0,0.0
2022-08-27,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0,5,8,0.0,0.0
2022-08-28,0.0,7.657894736842105,0.0,0.0,0.0,0.0,0,6,8,0.0,0.0
2022-08-29,0.0,1.875,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0
2022-08-30,0.0,0.5,0.0,0.0,0.0,0.0,0,1,8,0.0,0.0
2022-08-31,0.0,15.0,0.0,0.0,0.0,0.0,0,2,8,0.0,0.0
2022-09-01,0.0,0.5,0.0,0.0,0.0,0.0,0,3,9,0.0,0.0
2022-09-02,0.0,11.25,0.0,0.0,0.0,0.0,0,4,9,0.0,0.0
2022-09-03,0.0,6.071428571428571,0.0,0.0,0.0,0.0,0,5,9,0.0,0.0
2022-09-04,0.0,8.75,0.0,0.0,0.0,0.0,0,6,9,0.0,0.0
2022-09-05,0.0,1.0,0.0,0.0,0.0,0.0,0,0,9,0.0,0.0
2022-09-06,0.0,0.5,0.0,0.0,0.0,0.0,0,1,9,0.0,0.0
2022-09-07,-5.7895,2.0,0.0,0.0,0.0,0.0,0,2,9,0.0,0.0
2022-09-08,-5.406499999999999,3.0,0.0,0.0,0.0,0.0,0,3,9,0.0,0.0
2022-09-09,-5.90025,3.625,0.0,0.0,0.0,0.0,0,4,9,0.0,0.0
2022-09-10,-6.404,1.6,0.0,0.0,0.0,0.0,0,5,9,0.0,0.0
2022-09-11,-7.0447500000000005,4.283333333333333,0.0,0.0,0.0,0.0,0,6,9,0.0,0.0
2022-09-12,-6.4515,1.5666666666666669,0.0,0.0,0.0,0.0,0,0,9,0.0,0.0
2022-09-13,-6.0767500000000005,0.875,0.0,0.0,0.0,0.0,0,1,9,0.0,0.0
2022-09-14,-6.317,1.0,0.0,0.0,0.0,0.0,0,2,9,0.0,0.0
2022-09-15,-7.4055,0.0,196.398,0.0,0.0,0.0,0,3,9,0.0,0.0
2022-09-16,-6.119000000000001,196.4,188.75641666666664,0.0,0.0,0.0,0,4,9,0.0,0.0
2022-09-17,-7.59475,69.38333333333334,165.82333333333332,0.0,0.0,0.0,0,5,9,0.0,0.0
2022-09-18,-7.942500000000001,30.41428571428572,173.47741666666664,0.0,0.0,0.0,0,6,9,0.0,0.0
2022-09-19,-6.6562,16.43777777777778,173.49408333333335,0.0,0.0,0.0,0,0,9,0.0,0.0
2022-09-20,-3.573875,2.244186046511628,196.398,0.0,0.0,0.0,0,1,9,0.0,0.0
2022-09-21,-3.384625,42.72857142857144,173.47741666666664,0.0,0.0,0.0,0,2,9,0.0,0.0
2022-09-22,-3.365375,38.0,158.21508333333333,0.0,0.0,0.0,0,3,9,0.0,0.0
2022-09-23,-3.396,40.83,181.15233333333333,0.0,0.0,0.0,0,4,9,0.0,0.0
2022-09-24,-6.6155,196.4,158.27758333333333,0.0,0.0,0.0,0,5,9,0.0,0.0
2022-09-25,-6.5175,131.1,180.48513043478255,0.0,0.0,0.0,0,6,9,0.0,0.0
2022-09-26,-7.02925,99.7,181.1148333333333,0.0,0.0,0.0,0,0,9,0.0,0.0
2022-09-27,-7.763999999999999,50.35,188.75225,0.0,0.0,0.0,0,1,9,0.0,0.0
2022-09-28,-7.44125,8.148837209302325,188.77308333333332,0.0,0.0,0.0,0,2,9,0.0,0.0
2022-09-29,-4.262428571428571,25.147368421052636,180.44165217391307,0.0,0.0,0.0,0,3,9,0.0,0.0
2022-09-30,-3.669125,19.036363636363635,188.75225,0.0,0.0,0.0,0,4,9,0.0,0.0
2022-10-01,-4.063125,1.125,196.398,0.0,0.0,0.0,0,5,10,0.0,0.0
2022-10-02,-4.20225,131.3777777777778,150.54433333333333,0.0,0.0,0.0,0,6,10,0.0,0.0
2022-10-03,-4.3605,6.5625,196.398,0.0,0.0,0.0,0,0,10,0.0,0.0
2022-10-04,-3.6095,43.242105263157896,163.09836363636362,0.0,0.0,0.0,0,1,10,0.0,0.0
2022-10-05,-3.8625,56.971428571428575,181.119,0.0,0.0,0.0,0,2,10,0.0,0.0
2022-10-06,-3.83075,36.93636363636364,181.1148333333333,0.0,0.0,0.0,0,3,10,0.0,0.0
2022-10-07,-3.877,36.35833333333333,181.13566666666668,0.0,0.0,0.0,0,4,10,0.0,0.0
2022-10-08,-4.12025,85.60000000000001,170.25066666666666,0.0,0.0,0.0,0,5,10,0.0,0.0
2022-10-09,-4.9592857142857145,2.375,196.398,0.0,0.0,0.0,0,6,10,0.0,0.0
2022-10-10,-7.5075,3.892857142857143,0.0,0.0,0.0,0.0,0,0,10,0.0,0.0
2022-10-11,-7.1035,64.12222222222222,0.0,0.0,0.0,0.0,0,1,10,0.0,0.0
2022-10-12,-7.1845,3.571428571428572,0.0,0.0,0.0,0.0,0,2,10,0.0,0.0
2022-10-13,-6.87275,6.0,348.69185,0.0,0.0,0.0,0,3,10,0.0,0.0
2022-10-14,-7.196,1.3,354.22838059701496,0.0,0.0,0.0,0,4,10,0.0,0.0
2022-10-15,-6.88875,331.45454545454544,359.8223142857143,0.0,0.0,0.0,0,5,10,0.0,0.0
2022-10-16,-7.314500000000001,801.3928571428571,354.42990909090906,0.0,0.0,0.0,0,6,10,0.0,0.0
2022-10-17,-6.579,1385.928571428571,359.9957021276596,0.0,0.0,0.0,0,0,10,0.0,0.0
2022-10-18,-7.1735,1.0,354.16418620689655,0.0,0.0,0.0,0,1,10,0.0,0.0
2022-10-19,-7.1605,0.7857142857142857,354.3385774647887,0.0,0.0,0.0,0,2,10,0.0,0.0
2022-10-20,-7.007,6857.535714285715,354.8727021276596,0.0,0.0,0.0,0,3,10,0.0,0.0
2022-10-21,-6.4404,1308.6470588235295,358.3422191780822,0.0,0.0,0.0,0,4,10,0.0,0.0
2022-10-22,-8.356,1.1666666666666667,347.5704417177914,0.0,0.0,0.0,0,5,10,0.0,0.0
2022-10-23,-8.871,0.8333333333333334,352.9501818181818,0.0,0.0,0.0,0,6,10,0.0,0.0
2022-10-24,-7.385599999999999,936.7142857142856,352.8043148148148,0.0,0.0,0.0,0,0,10,0.0,0.0
2022-10-25,-4.820875,2.833333333333333,352.4126529411765,0.0,0.0,0.0,0,1,10,0.0,0.0
2022-10-26,-4.802375,1.5,348.7006388888889,0.0,0.0,0.0,0,2,10,0.0,0.0
2022-10-27,-4.7010000000000005,0.5,339.4895119617225,0.0,0.0,0.0,0,3,10,0.0,0.0
2022-10-28,-4.745375,1.875,336.6979742268041,0.0,0.0,0.0,0,4,10,0.0,0.0
2022-10-29,-4.96175,1.1,337.6495612244898,0.0,0.0,0.0,0,5,10,0.0,0.0
2022-10-30,-6.4995,0.9,336.19894949494943,0.0,0.0,0.0,0,6,10,0.0,0.0
2022-10-31,-5.224375,0.9166666666666666,340.83911557788946,0.0,0.0,0.0,0,0,10,0.0,0.0
2022-11-01,-5.306875000000001,0.75,329.2201883408072,0.0,0.0,0.0,0,1,11,0.0,0.0
2022-11-02,-5.188875,3.5,330.7667051282051,0.0,0.0,0.0,0,2,11,0.0,0.0
2022-11-03,-5.2078750000000005,0.0,329.81769477911644,0.0,0.0,0.0,0,3,11,0.0,0.0
2022-11-04,-5.545375,0.0,326.23505,0.0,0.0,0.0,0,4,11,0.0,0.0
2022-11-05,-5.55475,1.5,327.248756097561,0.0,0.0,0.0,0,5,11,0.0,0.0
2022-11-06,-6.13525,0.0,326.4113208333334,0.0,0.0,0.0,0,6,11,0.0,0.0
2022-11-07,-5.810375,0.0,322.6262217391305,0.0,0.0,0.0,0,0,11,0.0,0.0
2022-11-08,-6.890571428571428,1.0,325.26400423728813,0.0,0.0,0.0,0,1,11,0.0,0.0
2022-11-09,-6.311714285714286,1.0,321.9947192982456,0.0,0.0,0.0,0,2,11,0.0,0.0
2022-11-10,-5.775625,1.0,324.05563598326364,0.0,0.0,0.0,0,3,11,0.0,0.0
2022-11-11,-6.13075,1.25,333.23275,0.0,0.0,0.0,0,4,11,0.0,0.0
2022-11-12,-6.856857142857144,1.0,331.51972972972976,0.0,0.0,0.0,0,5,11,0.0,0.0
2022-11-13,-10.46325,0.0,332.36443514644355,0.0,0.0,0.0,0,6,11,0.0,0.0
2022-11-14,-6.990142857142857,0.0,320.1752112676056,0.0,0.0,0.0,0,0,11,0.0,0.0
2022-11-15,-6.389125,0.0,331.321186440678,0.0,0.0,0.0,0,1,11,0.0,0.0
2022-11-16,-6.396,0.0,330.56257383966243,0.0,0.0,0.0,0,2,11,0.0,0.0
2022-11-17,-6.57275,0.0,319.3475,0.0,0.0,0.0,0,3,11,0.0,0.0
2022-11-18,-6.913875,0.0,319.0208755760369,0.0,0.0,0.0,0,4,11,0.0,0.0
2022-11-19,-9.7464,0.0,309.37393203883494,0.0,0.0,0.0,0,5,11,0.0,0.0
2022-11-20,-10.0112,0.0,311.18149038461536,0.0,0.0,0.0,0,6,11,0.0,0.0
2022-11-21,-7.2,0.0,307.9085263157895,0.0,0.0,0.0,0,0,11,0.0,0.0
2022-11-22,-7.355125,1.0,306.1812834224599,0.0,0.0,0.0,0,1,11,0.0,0.0
2022-11-23,-7.3725,0.0,304.4810160427808,0.0,0.0,0.0,0,2,11,0.0,0.0
